0	4	3	0	-1	0	1
0	5	3	0	-1	0	1
0	6	3	0	-1	0	1
0	7	3	0	-1	0	1
0	8	3	0	0	1	1
0	9	3	0	0	2	1
0	10	3	0	0	3	1
1	10	4	1	0	0	1
1	10	5	1	0	0	1
1	10	6	1	0	0	1
1	10	7	1	0	0	1
1	10	8	1	0	0	1
1	10	9	0	0	5	1
1	10	10	0	0	6	1
1	10	11	0	0	2	1
1	10	12	0	0	1	1
1	10	13	0	0	2	1
1	10	14	0	0	7	1
1	10	15	0	0	5	1
1	10	16	0	0	7	1
1	10	17	0	0	8	1
2	11	17	0	-1	0	1
2	12	17	0	-1	0	1
2	13	17	0	0	1	1
3	13	18	0	0	5	1
3	13	19	-1	0	0	1
3	13	20	-1	0	0	1
3	13	21	-1	0	0	1
3	13	22	0	0	2	1
3	13	23	0	0	1	1
4	12	23	0	0	2	1
4	11	23	0	1	0	1
4	10	23	0	1	0	1
4	9	23	0	1	0	1
4	8	23	0	1	0	1
4	7	23	0	1	0	1
4	6	23	0	1	0	1
4	5	23	0	0	7	1
4	4	23	0	0	4	1
5	4	22	-1	0	0	1
5	4	21	-1	0	0	1
5	4	20	-1	0	0	1
5	4	19	-1	0	0	1
5	4	18	-1	0	0	1
5	4	17	-1	0	0	1
5	4	16	-1	0	0	1
5	4	15	0	0	5	1
5	4	14	0	0	3	1
6	5	14	0	-1	0	1
6	6	14	0	-1	0	1
6	7	14	0	-1	0	1
6	8	14	0	-1	0	1
6	9	14	0	-1	0	1
6	10	14	0	0	7	1
6	11	14	0	-1	0	1
6	12	14	0	-1	0	1
6	13	14	0	-1	0	1
6	14	14	0	-1	0	1
6	15	14	0	-1	0	1
6	16	14	0	-1	0	1
6	17	14	0	-1	0	1
6	18	14	0	-1	0	1
7	19	14	1	0	0	1
7	19	15	1	0	0	1
7	19	16	1	0	0	1
7	19	17	1	0	0	1
8	18	17	0	0	8	1
8	17	17	0	0	1	1
9	16	17	-1	0	0	1
9	16	18	-1	0	0	1
9	16	19	-1	0	0	1
9	16	20	-1	0	0	1
9	16	21	-1	0	0	1
9	16	22	-1	0	0	1
10	17	22	0	0	7	1
10	18	22	0	0	2	1
10	19	22	0	0	1	1
10	20	22	0	0	5	1
11	20	23	-1	0	0	1
11	20	24	-1	0	0	1
11	20	25	-1	0	0	1
11	20	26	-1	0	0	1
12	20	27	0	1	0	1
12	21	27	0	1	0	1
12	22	27	0	1	0	1
12	23	27	0	1	0	1
12	24	27	0	1	0	1
13	24	26	0	0	7	1
13	24	25	0	0	2	1
13	24	24	0	0	1	1
13	24	23	0	0	8	1
13	25	23	0	0	3	1
13	26	23	0	0	2	1
13	27	23	0	0	1	1
14	27	22	1	0	0	1
14	27	21	1	0	0	1
14	27	20	1	0	0	1
14	27	19	1	0	0	1
14	27	18	1	0	0	1
15	27	17	0	0	7	1
15	26	17	0	0	2	1
15	25	17	0	0	2	1
15	24	17	0	0	1	1
15	23	17	0	0	1	1
16	22	17	-1	0	0	1
16	22	16	-1	0	0	1
16	22	15	-1	0	0	1
16	22	14	-1	0	0	1
16	22	13	-1	0	0	1
16	22	12	-1	0	0	1
16	22	11	-1	0	0	1
16	22	10	-1	0	0	1
16	22	9	-1	0	0	1
16	22	8	-1	0	0	1
17	22	7	0	-1	0	1
17	23	7	0	-1	0	1
17	24	7	0	-1	0	1
17	25	7	0	0	7	1
17	26	7	0	0	4	1
18	26	6	1	0	0	1
18	26	5	1	0	0	1
18	26	4	1	0	0	1
18	26	3	1	0	0	1
18	26	2	0	0	8	1
19	25	2	0	-1	0	1
19	24	2	0	-1	0	1
19	23	2	0	-1	0	1
19	22	2	0	-1	0	1
19	21	2	0	-1	0	1
19	20	2	0	-1	0	1
19	19	2	0	-1	0	1
19	18	2	0	0	2	1
19	17	2	0	0	5	1
20	17	3	0	0	2	1
20	17	4	-1	0	0	1
20	17	5	-1	0	0	1
20	17	6	-1	0	0	1
20	17	7	-1	0	0	1
20	17	8	-1	0	0	1
20	17	9	0	0	1	1
20	17	10	0	0	7	1
21	16	10	0	0	1	1
21	15	10	0	1	0	1
21	14	10	0	1	0	1
21	13	10	0	1	0	1
21	12	10	0	1	0	1
21	11	10	0	0	7	1
21	10	10	0	0	6	1
21	9	10	0	0	3	1
21	8	10	0	0	2	1
21	7	10	0	0	1	1
21	6	10	0	1	0	1
21	5	10	0	1	0	1
21	4	10	0	1	0	1
22	3	10	-1	0	0	1
22	3	9	-1	0	0	1
22	3	8	-1	0	0	1
22	3	7	0	0	7	1
22	3	6	-1	0	0	1
22	3	5	-1	0	0	1
22	3	4	-1	0	0	1
22	3	3	0	0	8	1
